artist,title,website,date,,_5,screenshots,archive available at,archive capture link,can access,base url
Raivo Kelomees b. 1960,Cybertower,http://old.artun.ee/cybertower/,1997,,,Failed to capture screenshot,20011031064606,http://web.archive.org/web/20011031064606/http://old.artun.ee/cybertower/,N,artun.ee
Raivo Kelomees b. 1960,SelfSearch,http://www.online.ee/~offline/selfsearch/,2000,,,artport_whitney_org_2001/screenshots/122.png,20010106110900,http://web.archive.org/web/20010106110900/http://www.online.ee/~offline/selfsearch/,Y,online.ee
John Klima,ecosystm,http://www.cityarts.com/lmno/ecosystm.html,2000,,,artport_whitney_org_2001/screenshots/123.png,20010714063959,http://web.archive.org/web/20010714063959/http://www.cityarts.com/lmno/ecosystm.html,Y,cityarts.com
John Klima,glasbead,http://www.glasbead.com,1999,,,artport_whitney_org_2001/screenshots/124.png,20050202222928,http://web.archive.org/web/20050202222928/http://www.glasbead.com,Y,glasbead.com
Marc Lafia b. 1955,AmbientMachines,http://www.ambientmachines.com,2000,,,artport_whitney_org_2001/screenshots/125.png,20010301165602,http://web.archive.org/web/20010301165602/http://www.ambientmachines.com,Y,ambientmachines.com
Marc Lafia b. 1955,ArtandCulture,http://www.ArtandCulture.com,1999,,,artport_whitney_org_2001/screenshots/126.png,19980114065906,http://web.archive.org/web/19980114065906/http://www.ArtandCulture.com,Y,ArtandCulture.com
Marc Lafia b. 1955,HyperHyper,http://www.artandculture.com,1997,,,artport_whitney_org_2001/screenshots/127.png,19980114065906,http://web.archive.org/web/19980114065906/http://www.artandculture.com,Y,artandculture.com
Marc Lafia b. 1955,The Memex Engine or Laura Croft stripped bare by her Bachelors,http://www.memexengine.com,1998,,,Failed to capture screenshot,20000623203227,http://web.archive.org/web/20000623203227/http://www.memexengine.com,N,memexengine.com
Marc Lafia b. 1955,World Clock,http://www.artandculture.com,1996,,,artport_whitney_org_2001/screenshots/129.png,19980114065906,http://web.archive.org/web/19980114065906/http://www.artandculture.com,Y,artandculture.com
Tina LaPorta b. 1967,Distance,http://www.turbulence.org/Works/Distance/index.html,1999,,,artport_whitney_org_2001/screenshots/130.png,19991013043125,http://web.archive.org/web/19991013043125/http://www.turbulence.org/Works/Distance/index.html,Y,turbulence.org
Golan Levin,Golan's Wee Homepage,http://acg.media.mit.edu/people/golan/,1998,,,artport_whitney_org_2001/screenshots/131.png,19990128182028,http://web.archive.org/web/19990128182028/http://acg.media.mit.edu/people/golan/,Y,mit.edu
Olia Lialina,My Boyfriend Came Back From The War,http://www.teleportacia.org/war/,1996,,,artport_whitney_org_2001/screenshots/132.png,19990911100043,http://web.archive.org/web/19990911100043/http://www.teleportacia.org/war/,Y,teleportacia.org
Olia Lialina,Will-N-Testament,http://will.teleportacia.org/,1999,,,Failed to capture screenshot,19990125104525,http://web.archive.org/web/19990125104525/http://will.teleportacia.org/,N,teleportacia.org
Rafael Lozano-Hemmer,Vectorial Elevation;Relational Architecture 4,http://www.alzado.net,1999,,,artport_whitney_org_2001/screenshots/134.png,20000511012754,http://web.archive.org/web/20000511012754/http://www.alzado.net,Y,alzado.net
Garrett Lynch b. 1977,asquare.org,http://www.asquare.org/,2000,,,artport_whitney_org_2001/screenshots/135.png,20010428100222,http://web.archive.org/web/20010428100222/http://www.asquare.org/,Y,asquare.org
Garrett Lynch b. 1977,"For those who fear intimacy / for those who fear loneliness""",http://www.intimacyandloneliness.f2s.com,2001,,,Failed to capture screenshot,0,,N,f2s.com
John Maeda b. 1966,Concentrics,http://www.maedastudio.com/concentrics/index.html,1995,,,artport_whitney_org_2001/screenshots/137.png,19980215121414,http://web.archive.org/web/19980215121414/http://www.maedastudio.com/concentrics/index.html,Y,maedastudio.com
John Maeda b. 1966,One Line Project,http://www.dnp.co.jp/gallery/ggg/one-line/index_e.html,1998,,,artport_whitney_org_2001/screenshots/138.png,0,,Y,co.jp
John Maeda b. 1966,Shiseido Java calendars,http://www.maedastudio.com/javacals/index.html,1997,,,artport_whitney_org_2001/screenshots/139.png,19980215121339,http://web.archive.org/web/19980215121339/http://www.maedastudio.com/javacals/index.html,Y,maedastudio.com
Judy Malloy b. 1942,The Roar of Destiny Emanated from the Refrigerator. I Got up to Get a Beer.,http://www.well.com/user/jmalloy/control.html,1999,,,artport_whitney_org_2001/screenshots/140.png,19961220184331,http://web.archive.org/web/19961220184331/http://www.well.com/user/jmalloy/control.html,Y,well.com
chiu kwong man b. 1966,sex lies and fairy tales,http://www.sexliesandfairytales.net,2001,,,Failed to capture screenshot,20010404214340,http://web.archive.org/web/20010404214340/http://www.sexliesandfairytales.net,N,sexliesandfairytales.net
mashica,mosca,http://mosca.mashica.com/,1999,,,artport_whitney_org_2001/screenshots/142.png,20010419194540,http://web.archive.org/web/20010419194540/http://mosca.mashica.com/,Y,mashica.com
mashica,nocamping,http://nocamping.mashica.com/,2000,,,artport_whitney_org_2001/screenshots/143.png,20010302065838,http://web.archive.org/web/20010302065838/http://nocamping.mashica.com/,Y,mashica.com
mashica,nowash,http://nowash.mashica.com/,1999,,,artport_whitney_org_2001/screenshots/144.png,20000930215517,http://web.archive.org/web/20000930215517/http://nowash.mashica.com/,Y,mashica.com
mashica,nowork,http://nowork.mashica.com/,1998,,,artport_whitney_org_2001/screenshots/145.png,19991012194826,http://web.archive.org/web/19991012194826/http://nowork.mashica.com/,Y,mashica.com
mashica,The Cassandra Fax Project,http://www.mashica.com/CFP/,2000,,,artport_whitney_org_2001/screenshots/146.png,20010428230415,http://web.archive.org/web/20010428230415/http://www.mashica.com/CFP/,Y,mashica.com
mashica,VERBUM DEI,http://www.mashica.com/VeRBUMDEI/,2001,,,artport_whitney_org_2001/screenshots/147.png,20010517211601,http://web.archive.org/web/20010517211601/http://www.mashica.com/VeRBUMDEI/,Y,mashica.com
Kevin McCoy; Jennifer McCoy,Airworld,http://www.airworld.net/,2000,,,Failed to capture screenshot,0,,N,airworld.net
Steve Miller b. 1951,Dreaming Brain,http://www.dreamingbrain.com,1999,,,Failed to capture screenshot,20000301205933,http://web.archive.org/web/20000301205933/http://www.dreamingbrain.com,N,dreamingbrain.com
Roman Minaev b. 1970,Trashconnection,http://www.trashconnection.com,2000,,,artport_whitney_org_2001/screenshots/150.png,20010402001834,http://web.archive.org/web/20010402001834/http://www.trashconnection.com,Y,trashconnection.com
Judd Morrissey,The Jew's Daughter,http://www.thejewsdaughter.com/,2000,,,artport_whitney_org_2001/screenshots/151.png,20000817222029,http://web.archive.org/web/20000817222029/http://www.thejewsdaughter.com/,Y,thejewsdaughter.com
MTAA - m.river & t.whid,MT Enterprises WorldWide,http://www.mteww.com,1998,,,artport_whitney_org_2001/screenshots/152.png,19991013055321,http://web.archive.org/web/19991013055321/http://www.mteww.com,Y,mteww.com
Robbin Murphy,Project Tumbleweed,http://www.artnetweb.com/iola/tumbleweed/index.html,1997,,,artport_whitney_org_2001/screenshots/153.png,19980131063118,http://web.archive.org/web/19980131063118/http://www.artnetweb.com/iola/tumbleweed/index.html,Y,artnetweb.com
Prema Murthy,Bindi Girl,http://www.thing.net/~bindigrl/,1999,,,artport_whitney_org_2001/screenshots/154.png,20000918062453,http://web.archive.org/web/20000918062453/http://www.thing.net/~bindigrl/,Y,thing.net
Mark Napier b. 1961,cBots,http://www.potatoland.org/cbots/,2000,,,artport_whitney_org_2001/screenshots/155.png,20010215023050,http://web.archive.org/web/20010215023050/http://www.potatoland.org/cbots/,Y,potatoland.org
Mark Napier b. 1961,Digital Landfill,http://potatoland.org/landfill,1998,,,artport_whitney_org_2001/screenshots/156.png,19980704214046,http://web.archive.org/web/19980704214046/http://potatoland.org/landfill,Y,potatoland.org
Mark Napier b. 1961,Feed,http://feed.projects.sfmoma.org,2001,,,Failed to capture screenshot,20010302010920,http://web.archive.org/web/20010302010920/http://feed.projects.sfmoma.org,N,sfmoma.org
Mark Napier b. 1961,p-Soup,http://potatoland.org/p-soup,2000,,,artport_whitney_org_2001/screenshots/158.png,20010207004909,http://web.archive.org/web/20010207004909/http://potatoland.org/p-soup,Y,potatoland.org
Mark Napier b. 1961,Shredder,http://potatoland.org/shredder,1998,,,artport_whitney_org_2001/screenshots/159.png,19990221125918,http://web.archive.org/web/19990221125918/http://potatoland.org/shredder,Y,potatoland.org
OllO b. 1959,OllO,http://www.ollografik.net,2000,,,Failed to capture screenshot,20060504130415,http://web.archive.org/web/20060504130415/http://www.ollografik.net,N,ollografik.net
Scott Paterson b. 1969,*-scope,http://www.sgp-7.net/proj/scope/index2.html,1999,,,Failed to capture screenshot,20020607052554,http://web.archive.org/web/20020607052554/http://www.sgp-7.net/proj/scope/index2.html,N,sgp-7.net
Scott Paterson b. 1969,Prototype for Static Vehicle,http://www.sgp-7.net/proj/is01/,2001,,,Failed to capture screenshot,20020513113230,http://web.archive.org/web/20020513113230/http://www.sgp-7.net/proj/is01/,N,sgp-7.net
Cary Peppermint b. 1970,A Contemporary American Work of Art In Progress,http://www.restlessculture.net/americanart,2000,,,artport_whitney_org_2001/screenshots/163.png,20010429032447,http://web.archive.org/web/20010429032447/http://www.restlessculture.net/americanart,Y,restlessculture.net
Plumbdesign,Visual Thesaurus,http://www.plumbdesign.com/thesaurus/,1998,,,Failed to capture screenshot,19980216072942,http://web.archive.org/web/19980216072942/http://www.plumbdesign.com/thesaurus/,N,plumbdesign.com
Melinda Rackham b. 1959,a.land,http://www.subtle.net/aland,1998,,,artport_whitney_org_2001/screenshots/165.png,20001001093803,http://web.archive.org/web/20001001093803/http://www.subtle.net/aland,Y,subtle.net
Melinda Rackham b. 1959,carrier,http://www.subtle.net/carrier,1999,,,artport_whitney_org_2001/screenshots/166.png,19990203145249,http://web.archive.org/web/19990203145249/http://www.subtle.net/carrier,Y,subtle.net
Melinda Rackham b. 1959,empyrean,http://www.subtle.net/empyrean,2000,,,artport_whitney_org_2001/screenshots/167.png,20010429080556,http://web.archive.org/web/20010429080556/http://www.subtle.net/empyrean,Y,subtle.net
Melinda Rackham b. 1959,line,http://www.subtle.net/line,1997,,,artport_whitney_org_2001/screenshots/168.png,19981205210608,http://web.archive.org/web/19981205210608/http://www.subtle.net/line,Y,subtle.net
Melinda Rackham b. 1959,tunnel,http://www.subtle.net/tunnel,1996,,,artport_whitney_org_2001/screenshots/169.png,20010430054809,http://web.archive.org/web/20010430054809/http://www.subtle.net/tunnel,Y,subtle.net
Sonya Rapoport,ARBOR ERECTA: A Botanical Concept of Maculinity,http://users.lmi.net/~sonyarap/arborerecta/arbor.html,1998,,,artport_whitney_org_2001/screenshots/170.png,20020221204541,http://web.archive.org/web/20020221204541/http://users.lmi.net/~sonyarap/arborerecta/arbor.html,Y,lmi.net
Sonya Rapoport,BRUTAL MYTHS,http://www.lanminds.com/local/sr/brutal/index.html,1996,,,Failed to capture screenshot,19970714162315,http://web.archive.org/web/19970714162315/http://www.lanminds.com/local/sr/brutal/index.html,N,lanminds.com
Sonya Rapoport,MAKE ME A JEWISH MAN: An Alternative Masculinity,http://users.lmi.net/sonyarap/mmajewishman,1999,,,artport_whitney_org_2001/screenshots/172.png,20020215224336,http://web.archive.org/web/20020215224336/http://users.lmi.net/sonyarap/mmajewishman,Y,lmi.net
Sonya Rapoport,MAKE ME A MAN,http://users.lanminds.com/~sonyarap/,1997,,,Failed to capture screenshot,19981205180021,http://web.archive.org/web/19981205180021/http://users.lanminds.com/~sonyarap/,N,lanminds.com
Sonya Rapoport,Shoe-Field,http://www.artswire.org/~jmalloy/richmond/objects9.html,1982,,,artport_whitney_org_2001/screenshots/174.png,0,,Y,artswire.org
Sonya Rapoport,SMELL YOUR DESTINY,http://www.lanminds.com/local/sr/srsmell.html,1995,,,Failed to capture screenshot,19970714162245,http://web.archive.org/web/19970714162245/http://www.lanminds.com/local/sr/srsmell.html,N,lanminds.com
red asphalt nomad,Surrogate Signal,http://www.clustersite.org/ss.html,1996,,,Failed to capture screenshot,20010203232900,http://web.archive.org/web/20010203232900/http://www.clustersite.org/ss.html,N,clustersite.org
Laszlo Revesz,See per you,http://www.cperu.hu,2000,,,Failed to capture screenshot,20010401233908,http://web.archive.org/web/20010401233908/http://www.cperu.hu,N,cperu.hu
Wayne Riggs,Abstractions on the internet,http://web.tiscali.it/wayneriggs,2001,,,artport_whitney_org_2001/screenshots/178.png,20010530011620,http://web.archive.org/web/20010530011620/http://web.tiscali.it/wayneriggs,Y,tiscali.it
Nino Rodriguez b. 1968,Face Value,http://www.pobox.com/~nino/,1996,,,artport_whitney_org_2001/screenshots/179.png,20080516101402,http://web.archive.org/web/20080516101402/http://www.pobox.com/~nino/,Y,pobox.com
Carlos Rosas,coded works,http://www.overtheedge.net/~rosas,2001,,,artport_whitney_org_2001/screenshots/180.png,20020527001846,http://web.archive.org/web/20020527001846/http://www.overtheedge.net/~rosas,Y,overtheedge.net
Carlos Rosas,transitional,http://www.overtheedge.net,2000,,,artport_whitney_org_2001/screenshots/181.png,19991128204710,http://web.archive.org/web/19991128204710/http://www.overtheedge.net,Y,overtheedge.net
RTMark,RTMark,http://www.rtmark.com,1997,,,artport_whitney_org_2001/screenshots/182.png,19990117053558,http://web.archive.org/web/19990117053558/http://www.rtmark.com,Y,rtmark.com
mike salmond b. 1967,Hoplessness of Infinity,http://gummo.admin.usf.edu/grad/infinite,2000,,,Failed to capture screenshot,0,,N,usf.edu
mike salmond b. 1967,Voxels,http://gummo.admin.usf.edu/grad/soundscape/,2000,,,Failed to capture screenshot,0,,N,usf.edu
Julia Scher,Securityland,http://adaweb.walkerart.org/context/artists/scher/scher0.html,1995,,,artport_whitney_org_2001/screenshots/185.png,20000302191911,http://web.archive.org/web/20000302191911/http://adaweb.walkerart.org/context/artists/scher/scher0.html,Y,walkerart.org
Vivian Selbo,killer @pp ~ it's all t@lk,http://cavil.com/partsofspeech/killerapp/,1998,,,Failed to capture screenshot,20160323221850,http://web.archive.org/web/20160323221850/http://cavil.com/partsofspeech/killerapp/,N,cavil.com
Vivian Selbo,open_source,http://opensource.walkerart.org,2000,,,Failed to capture screenshot,20000822032025,http://web.archive.org/web/20000822032025/http://opensource.walkerart.org,N,walkerart.org
Vivian Selbo,Vertical Blanking Interval,http://adaweb.walkerart.org/project/selbo,1996,,,Failed to capture screenshot,19991005000206,http://web.archive.org/web/19991005000206/http://adaweb.walkerart.org/project/selbo,N,walkerart.org
Alexei Shulgin,Form Art,http://www.c3.hu/collection/form,1997,,,Failed to capture screenshot,19980204131608,http://web.archive.org/web/19980204131608/http://www.c3.hu/collection/form,N,c3.hu
John F. Simon,Color Balance,http://www.numeral.com/cb.html,1997,,,Failed to capture screenshot,19980612233312,http://web.archive.org/web/19980612233312/http://www.numeral.com/cb.html,N,numeral.com
John F. Simon,Every Icon,http://www.numeral.com/eicon.html,1997,,,Failed to capture screenshot,19990302085906,http://web.archive.org/web/19990302085906/http://www.numeral.com/eicon.html,N,numeral.com
Scott Snibbe,Gravilux,http://www.snibbe.com/scott/dynamic/gravilux/gravilux.html,1998,,,Failed to capture screenshot,20000511005055,http://web.archive.org/web/20000511005055/http://www.snibbe.com/scott/dynamic/gravilux/gravilux.html,N,snibbe.com
Alan Sondheim b. 1993,Internet Text,http://www.anu.edu.au/english/internet_txt,1994,,,Failed to capture screenshot,20010124103500,http://web.archive.org/web/20010124103500/http://www.anu.edu.au/english/internet_txt,N,edu.au
Darcey Steinke,Blindspot,http://adaweb.walkerart.org/project/blindspot/,1998,,,Failed to capture screenshot,19990508020317,http://web.archive.org/web/19990508020317/http://adaweb.walkerart.org/project/blindspot/,N,walkerart.org
Stelarc,Ping body,http://www.stelarc.va.com.au/,1996,,,Failed to capture screenshot,19981205181728,http://web.archive.org/web/19981205181728/http://www.stelarc.va.com.au/,N,va.com.au
Igor Stromajer b. 1967,intima | virtual base,http://www.intima.org,1996,,,Failed to capture screenshot,19991018192115,http://web.archive.org/web/19991018192115/http://www.intima.org,N,intima.org
Nita Sturiale b. 1965,5Ideas,http://5ideas.artscience.org,2001,,,Failed to capture screenshot,20010201055600,http://web.archive.org/web/20010201055600/http://5ideas.artscience.org,N,artscience.org
Piotr Szyhalski,Ding An Sich,http://www.walkerart.org/gallery9/artists/dingansich/,1997,,,Failed to capture screenshot,19980203104558,http://web.archive.org/web/19980203104558/http://www.walkerart.org/gallery9/artists/dingansich/,N,walkerart.org
Piotr Szyhalski,The Spleen,http://www.mcad.edu/home/faculty/szyhalski/Piotr,1995,,,Failed to capture screenshot,19981203004200,http://web.archive.org/web/19981203004200/http://www.mcad.edu/home/faculty/szyhalski/Piotr,N,mcad.edu
curt walter tannhaeuser b. 1949,Horssol,http://www.artsite.ch,2000,,,Failed to capture screenshot,20010519151134,http://web.archive.org/web/20010519151134/http://www.artsite.ch,N,artsite.ch
Andrej Tisma,Natural Resorts,http://www.crosswinds.net/~tisma/art/resorts.htm,2001,,,Failed to capture screenshot,20021119041220,http://web.archive.org/web/20021119041220/http://www.crosswinds.net/~tisma/art/resorts.htm,N,crosswinds.net
Andrej Tisma,SIO (Spiritual Internet Object),http://members.tripod.com/~aaart/SIO.htm,1998,,,Failed to capture screenshot,19990129043415,http://web.archive.org/web/19990129043415/http://members.tripod.com/~aaart/SIO.htm,N,tripod.com
Myron Turner,Animal Locomotion,http://www.mbvan.org/mbvan/proj/muybr/,1998,,,Failed to capture screenshot,20020716234015,http://web.archive.org/web/20020716234015/http://www.mbvan.org/mbvan/proj/muybr/,N,mbvan.org
Myron Turner,Animal Locomotion,http://www.mbvan.org/mbvan/proj/muybr/,1998,,,Failed to capture screenshot,20020716234015,http://web.archive.org/web/20020716234015/http://www.mbvan.org/mbvan/proj/muybr/,N,mbvan.org
Myron Turner,Autobiography,http://www.umanitoba.ca/mbvan/hpgs/auto,1996,,,Failed to capture screenshot,20001006210549,http://web.archive.org/web/20001006210549/http://www.umanitoba.ca/mbvan/hpgs/auto,N,umanitoba.ca
Myron Turner,Sea-Changes,http://www.room535.org/sea-changes/,1997,,,Failed to capture screenshot,20011103160642,http://web.archive.org/web/20011103160642/http://www.room535.org/sea-changes/,N,room535.org
Stephen Vitiello,Tetrasomia,http://www.diacenter.org/vitiello/,2001,,,Failed to capture screenshot,20010429064858,http://web.archive.org/web/20010429064858/http://www.diacenter.org/vitiello/,N,diacenter.org
Marek Walczak; Helen Thorington; Jesse Gilbert,Adrift,http://www.turbulence.org/adrift,1997,,,Failed to capture screenshot,19980512040707,http://web.archive.org/web/19980512040707/http://www.turbulence.org/adrift,N,turbulence.org
Marek Walczak;Martin Wattenberg b. 1970,Apartment,http://turbulence.org/Works/apartment,2000,,,Failed to capture screenshot,20010519115738,http://web.archive.org/web/20010519115738/http://turbulence.org/Works/apartment,N,turbulence.org
Marek Walczak;Martin Wattenberg b. 1970,WonderWalker,http://wonderwalker.walkerart.org,2000,,,Failed to capture screenshot,20010220174827,http://web.archive.org/web/20010220174827/http://wonderwalker.walkerart.org,N,walkerart.org
Martin Wattenberg b. 1970,Bewitched,http://www.bewitched.com,1997,,,Failed to capture screenshot,19981111191438,http://web.archive.org/web/19981111191438/http://www.bewitched.com,N,bewitched.com
Martin Wattenberg b. 1970,Map of the Market,http://www.smartmoney.com/marketmap,1998,,,Failed to capture screenshot,19990508220818,http://web.archive.org/web/19990508220818/http://www.smartmoney.com/marketmap,N,smartmoney.com
Martin Wattenberg b. 1970,The Shape of Song,http://www.turbulence.org/Works/song,2001,,,Failed to capture screenshot,20010713125426,http://web.archive.org/web/20010713125426/http://www.turbulence.org/Works/song,N,turbulence.org
Annette Weintraub,Crossroads,http://www.turbulence.org/Works/crossroads/,2000,,,Failed to capture screenshot,20010620064244,http://web.archive.org/web/20010620064244/http://www.turbulence.org/Works/crossroads/,N,turbulence.org
Annette Weintraub,Sampling Broadway,http://www.turbulence .org/Works/broadway/index.html,1999,,,Failed to capture screenshot,0,,N,turbulence .org
Maciej Wisniewski,Netomat,http://netomat.net/,1999,,,Failed to capture screenshot,19991122232956,http://web.archive.org/web/19991122232956/http://netomat.net/,N,netomat.net
Maciej Wisniewski,Turnstile,http://www.stadiumweb.com/turnstile/,1998,,,Failed to capture screenshot,19980212181801,http://web.archive.org/web/19980212181801/http://www.stadiumweb.com/turnstile/,N,stadiumweb.com
Daniel Young,NewZoid ARTificial News Headlines,http://www.newzoid.com,2001,,,Failed to capture screenshot,20010419185808,http://web.archive.org/web/20010419185808/http://www.newzoid.com,N,newzoid.com
Jody Zellen b. 1961,ghost city,http://www.ghostcity.com,2000,,,Failed to capture screenshot,19990423144406,http://web.archive.org/web/19990423144406/http://www.ghostcity.com,N,ghostcity.com
Eric Zimmerman b. 1969,Sissyfight 2000,http://www.sissyfight.com,2000,,,Failed to capture screenshot,19991128053456,http://web.archive.org/web/19991128053456/http://www.sissyfight.com,N,sissyfight.com
boaz zippor b. 1972,something,http://www.anything.it/something,2001,,,Failed to capture screenshot,20231201133101,http://web.archive.org/web/20231201133101/http://www.anything.it/something,N,anything.it
boaz zippor b. 1972,something 2,http://www.geocities.com/b_zippor,2001,,,Failed to capture screenshot,20021118170452,http://web.archive.org/web/20021118170452/http://www.geocities.com/b_zippor,N,geocities.com
